Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation,Dominant Rock Type,Tectonic Setting,HoloPleisto
342803,Pueblo Nuevo Viñas,Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.199,-90.505,1939,,Subduction zone / Continental crust (>25 km),Pleistocene
342804,Piedra Grande,Guatemala,Stratovolcano(es),,,México and Central America,Guatemala,14.25,-90.4,1640,,Subduction zone / Continental crust (>25 km),Pleistocene
342805,Ixhuatan,Guatemala,Complex,,,México and Central America,Guatemala,14.161,-90.286,1675,,Subduction zone / Continental crust (>25 km),Pleistocene
342806,Ayarza,Guatemala,Caldera(s),,,México and Central America,Guatemala,14.42,-90.12,1409,,Subduction zone / Continental crust (>25 km),Pleistocene
342807,"Alutate, Cerro",Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.647,-90.144,2116,,Subduction zone / Continental crust (>25 km),Pleistocene
342808,Guistepeque Volcanic Field,Guatemala,Pyroclastic cone(s),,,México and Central America,Guatemala,14.57,-89.78,1358,,Subduction zone / Continental crust (>25 km),Pleistocene
342809,Siete Orejas,Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.82,-91.62,3370,,Subduction zone / Continental crust (>25 km),Pleistocene
342810,San Pedro,Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.656,-91.267,3020,,Subduction zone / Continental crust (>25 km),Pleistocene
342811,Jumay Volcanic Field,Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.694,-89.993,2174,,Subduction zone / Continental crust (>25 km),Pleistocene
342812,"Ananopa, Cerro",Guatemala,Volcanic field,,,México and Central America,Guatemala,14.9,-89.93,386,,Subduction zone / Continental crust (>25 km),Pleistocene
342813,"Redondo, Cerro",Guatemala,Shield(s),,,México and Central America,Guatemala,14.27,-89.62,768,,Subduction zone / Continental crust (>25 km),Pleistocene
343110,Conchagua,El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,13.275,-87.845,1225,,Subduction zone / Continental crust (>25 km),Pleistocene
343120,Conchaguita,El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,13.229,-87.767,505,,Subduction zone / Continental crust (>25 km),Pleistocene
343800,Masahuat Volcanic Field,El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,14.2,-89.4,1005,,Subduction zone / Continental crust (>25 km),Pleistocene
343801,"Tablas, Cerro las",El Salvador,Stratovolcano(es),,,México and Central America,El Salvador and Honduras,14.07,-89.4,782,,Subduction zone / Continental crust (>25 km),Pleistocene
343802,"Limones Volcanic Field, Los",El Salvador,Pyroclastic cone(s),,,México and Central America,El Salvador and Honduras,14.05,-89.13,420,,Subduction zone / Continental crust (>25 km),Pleistocene
343803,"Cacahuatique, Cerro",El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,13.75,-88.2,1500,,Subduction zone / Continental crust (>25 km),Pleistocene
343804,"Buena Vista, Cerro",El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,13.25,-88.15,750,,Subduction zone / Continental crust (>25 km),Pleistocene
343805,"Yayantique, Cerro",El Salvador,Stratovolcano(es),,,México and Central America,El Salvador and Honduras,13.435,-87.999,613,,Subduction zone / Continental crust (>25 km),Pleistocene
343806,Unnamed,El Salvador,Volcanic field,,,México and Central America,El Salvador and Honduras,13.67,-87.82,377,,Subduction zone / Continental crust (>25 km),Pleistocene
343807,"Zacatillo, Isla",El Salvador,Pyroclastic cone(s),,,México and Central America,El Salvador and Honduras,13.295,-87.761,158,,Subduction zone / Continental crust (>25 km),Pleistocene
343815,"Lolotique, Cerro",El Salvador,Unknown,,,México and Central America,El Salvador and Honduras,13.559,-88.364,804,,Subduction zone / Continental crust (>25 km),Pleistocene
343816,"Meanguera, Isla",El Salvador,Stratovolcano(es),,,México and Central America,El Salvador and Honduras,13.19,-87.72,468,,Subduction zone / Continental crust (>25 km),Pleistocene
343817,"Izopo, Montaña de",Honduras,Shield(s),,,México and Central America,El Salvador and Honduras,13.92,-87.15,2020,,Subduction zone / Continental crust (>25 km),Pleistocene
343818,"Hule, Cerro de",Honduras,Shield,,,México and Central America,El Salvador and Honduras,13.95,-87.23,1725,,Subduction zone / Continental crust (>25 km),Pleistocene
343819,"Gavilantepeque, Cerro",Honduras,Shield,,,México and Central America,El Salvador and Honduras,14,-87.18,1280,,Subduction zone / Continental crust (>25 km),Pleistocene
343820,"Pedregal, El",Honduras,Shield,,,México and Central America,El Salvador and Honduras,14.1,-87.27,1593,,Subduction zone / Continental crust (>25 km),Pleistocene
343821,"Calanterique, Cerro",Honduras,Lava cone,,,México and Central America,El Salvador and Honduras,14.6,-87.87,0,,Subduction zone / Continental crust (>25 km),Pleistocene
344130,Maderas,Nicaragua,Stratovolcano,,,México and Central America,Nicaragua,11.446,-85.515,1394,,Subduction zone / Continental crust (>25 km),Pleistocene
344140,"Azul, Volcan",Nicaragua,Pyroclastic cone(s),,,México and Central America,Nicaragua,12.549,-83.968,203,,Subduction zone / Intermediate crust (15-25 km),Pleistocene
344801,Malpaisillo,Nicaragua,Pyroclastic shield,,,México and Central America,Nicaragua,12.58,-86.6,181,,Subduction zone / Continental crust (>25 km),Pleistocene
344802,Apoyo,Nicaragua,Caldera,,,México and Central America,Nicaragua,11.92,-86.03,600,,Subduction zone / Continental crust (>25 km),Pleistocene
344803,"San Jacinto, Cerro",Nicaragua,Stratovolcano,,,México and Central America,Nicaragua,12.37,-86.02,300,,Subduction zone / Continental crust (>25 km),Pleistocene
344805,Tambor Grande,Nicaragua,Caldera,,,México and Central America,Nicaragua,10.97,-84.08,648,,Subduction zone / Intermediate crust (15-25 km),Pleistocene
345800,"Chopo, Cerro",Costa Rica,Pyroclastic cone,,,México and Central America,Costa Rica,10.472,-85.07,402,,Subduction zone / Continental crust (>25 km),Pleistocene
345801,"Tilaran, Cerro",Costa Rica,Shield,,,México and Central America,Costa Rica,10.451,-84.978,634,,Subduction zone / Continental crust (>25 km),Pleistocene
345802,"Perdidos, Los",Costa Rica,Caldera,,,México and Central America,Costa Rica,10.403,-84.675,1357,,Subduction zone / Continental crust (>25 km),Pleistocene
345803,"Poco Sol, Laguna",Costa Rica,Explosion crater(?),,,México and Central America,Costa Rica,10.35,-84.67,789,,Subduction zone / Continental crust (>25 km),Pleistocene
345804,"San Miguel, Cerro",Costa Rica,Lava dome,,,México and Central America,Costa Rica,10.022,-84.708,414,,Subduction zone / Continental crust (>25 km),Pleistocene
345805,"Mercedes, Cerro las",Costa Rica,Pyroclastic cone,,,México and Central America,Costa Rica,10.97,-84.35,190,,Intraplate / Continental crust (>25 km),Pleistocene
345806,"Negro, Cerro",Costa Rica,Shield,,,México and Central America,Costa Rica,10.462,-83.855,136,,Subduction zone / Continental crust (>25 km),Pleistocene
345807,"Colorado, Lomas de",Costa Rica,Shield(s),,,México and Central America,Costa Rica,10.658,-83.721,229,,Subduction zone / Continental crust (>25 km),Pleistocene
345808,Tortuguero,Costa Rica,Pyroclastic cone,,,México and Central America,Costa Rica,10.586,-83.53,119,,Unknown,Pleistocene
345809,"Sierpe, Lomas de",Costa Rica,Shield(s),,,México and Central America,Costa Rica,10.376,-83.545,311,,Subduction zone / Continental crust (>25 km),Pleistocene
345810,Durika,Costa Rica,Lava dome(s),,,México and Central America,Costa Rica,9.374,-83.302,3257,,Subduction zone / Continental crust (>25 km),Pleistocene
345811,"Coco, Isla del",Costa Rica,Shield,,,México and Central America,Costa Rica,5.53,-87.082,575,,Intraplate / Oceanic crust (< 15 km),Pleistocene
346800,Tisingal,Panama,Stratovolcano,,,México and Central America,Panama,8.88,-82.67,2986,,Subduction zone / Continental crust (>25 km),Pleistocene
346801,"Yeguada, La",Panama,Stratovolcano,,,México and Central America,Panama,8.47,-80.82,1297,,Subduction zone / Continental crust (>25 km),Pleistocene
351001,San Diego,Colombia,Maar,,,South America,Colombia,5.65,-74.961,1163,,,Pleistocene
351002,"Escondido, El",Colombia,Lava dome,,,South America,Colombia,5.514,-75.043,1620,,,Pleistocene
351800,Santa Rosa,Colombia,Shield,,,South America,Colombia,4.8,-75.458,4584,,Subduction zone / Continental crust (>25 km),Pleistocene
351801,"Quindio, Nevado del",Colombia,Stratovolcano,,,South America,Colombia,4.701,-75.386,4756,,Subduction zone / Continental crust (>25 km),Pleistocene
351807,Unnamed,Colombia,Volcanic field,,,South America,Colombia,2.2,-76.03,2500,,Subduction zone / Continental crust (>25 km),Pleistocene
351808,San Augustín-Isnos,Colombia,Volcanic field,,,South America,Colombia,1.92,-76.23,1900,,Subduction zone / Continental crust (>25 km),Pleistocene
351809,Cutanga,Colombia,Unknown,,,South America,Colombia,1.83,-76.45,4300,,Subduction zone / Continental crust (>25 km),Pleistocene
351810,Animas,Colombia,Stratovolcano,,,South America,Colombia,1.568,-76.857,4180,,Subduction zone / Continental crust (>25 km),Pleistocene
352800,Yanaurcu de Pinan,Ecuador,Stratovolcano,,,South America,Ecuador,0.484,-78.329,4535,,Subduction zone / Continental crust (>25 km),Pleistocene
352801,Pilavo,Ecuador,Stratovolcano,,,South America,Ecuador,0.526,-78.365,4254,,Subduction zone / Continental crust (>25 km),Pleistocene
352802,Cotacachi,Ecuador,Stratovolcano,,,South America,Ecuador,0.364,-78.351,4939,,Subduction zone / Continental crust (>25 km),Pleistocene
352803,Cusin,Ecuador,Stratovolcano,,,South America,Ecuador,0.127,-78.154,3989,,Subduction zone / Continental crust (>25 km),Pleistocene
352804,Chalpatan,Ecuador,Caldera,,,South America,Ecuador,0.711,-77.784,3624,,Subduction zone / Continental crust (>25 km),Pleistocene
352805,Chiltazon,Ecuador,Stratovolcano,,,South America,Ecuador,0.687,-78.021,3967,,Subduction zone / Continental crust (>25 km),Pleistocene
352806,Iguan,Ecuador,Stratovolcano,,,South America,Ecuador,0.621,-78.007,3870,,Subduction zone / Continental crust (>25 km),Pleistocene
352807,Pambamarca,Ecuador,Stratovolcano,,,South America,Ecuador,-0.076,-78.207,4076,,Subduction zone / Continental crust (>25 km),Pleistocene
352808,Casitagua,Ecuador,Stratovolcano,,,South America,Ecuador,-0.036,-78.48,3501,,Subduction zone / Continental crust (>25 km),Pleistocene
352809,"Puntas, Cerro",Ecuador,Stratovolcano,,,South America,Ecuador,-0.174,-78.2,4348,,Subduction zone / Continental crust (>25 km),Pleistocene
352810,Ilalo,Ecuador,Stratovolcano,,,South America,Ecuador,-0.259,-78.418,3185,,Subduction zone / Continental crust (>25 km),Pleistocene
352811,Pasochoa,Ecuador,Stratovolcano,,,South America,Ecuador,-0.462,-78.478,4199,,Subduction zone / Continental crust (>25 km),Pleistocene
352812,Pan de Azucar,Ecuador,Stratovolcano,,,South America,Ecuador,-0.43,-77.72,3482,,Subduction zone / Continental crust (>25 km),Pleistocene
352813,Sincholagua,Ecuador,Stratovolcano,,,South America,Ecuador,-0.534,-78.371,4893,,Subduction zone / Continental crust (>25 km),Pleistocene
352814,Ruminahui,Ecuador,Stratovolcano,,,South America,Ecuador,-0.578,-78.504,4712,,Subduction zone / Continental crust (>25 km),Pleistocene
352815,Corazon,Ecuador,Stratovolcano,,,South America,Ecuador,-0.528,-78.658,4786,,Subduction zone / Continental crust (>25 km),Pleistocene
352816,Santa Cruz,Ecuador,Stratovolcano,,,South America,Ecuador,-0.648,-78.631,3945,,Subduction zone / Continental crust (>25 km),Pleistocene
352817,Putzalagua,Ecuador,Lava dome,,,South America,Ecuador,-0.962,-78.56,3512,,Subduction zone / Continental crust (>25 km),Pleistocene
352818,Sagoatoa,Ecuador,Stratovolcano,,,South America,Ecuador,-1.151,-78.666,4153,,Subduction zone / Continental crust (>25 km),Pleistocene
352819,Llimpi,Ecuador,Stratovolcano,,,South America,Ecuador,-1.381,-78.572,3732,,Subduction zone / Continental crust (>25 km),Pleistocene
352820,Puyo,Ecuador,Pyroclastic cone(s),,,South America,Ecuador,-1.459,-77.917,1072,,Subduction zone / Continental crust (>25 km),Pleistocene
352821,Carihuairazo,Ecuador,Stratovolcano,,,South America,Ecuador,-1.404,-78.75,5102,,Subduction zone / Continental crust (>25 km),Pleistocene
352822,Igualata,Ecuador,Stratovolcano,,,South America,Ecuador,-1.49,-78.639,4430,,Subduction zone / Continental crust (>25 km),Pleistocene
352823,Calpi,Ecuador,Tuff cone(s),,,South America,Ecuador,-1.634,-78.728,3215,,Subduction zone / Continental crust (>25 km),Pleistocene
352824,Altar,Ecuador,Stratovolcano,,,South America,Ecuador,-1.67,-78.42,5321,,Unknown,Pleistocene
352826,Chalupas,Ecuador,Caldera,,,South America,Ecuador,-0.804,-78.3,4812,,Subduction zone / Continental crust (>25 km),Pleistocene
353800,Culpepper,Ecuador,Shield,,,South America,Galapagos Islands,1.62,-92,168,,Rift zone / Oceanic crust (< 15 km),Pleistocene
353801,Wenman,Ecuador,Shield,,,South America,Galapagos Islands,1.37,-91.8,253,,Rift zone / Oceanic crust (< 15 km),Pleistocene
353802,Rabida,Ecuador,Lava dome(s),,,South America,Galapagos Islands,-0.413,-90.708,338,,Rift zone / Oceanic crust (< 15 km),Pleistocene
353803,Pinzon,Ecuador,Shield,,,South America,Galapagos Islands,-0.6,-90.68,458,,Rift zone / Oceanic crust (< 15 km),Pleistocene
353804,Santa Fe,Ecuador,Shield,,,South America,Galapagos Islands,-0.806,-90.07,200,,Rift zone / Oceanic crust (< 15 km),Pleistocene
353805,Floreana,Ecuador,Shield,,,South America,Galapagos Islands,-1.3,-90.45,640,,Rift zone / Oceanic crust (< 15 km),Pleistocene
353807,Roca Redonda,Ecuador,Shield,,,South America,Galapagos Islands,0.27,-91.63,67,,Rift zone / Oceanic crust (< 15 km),Pleistocene
354801,Huambutillo-Rumicola,Peru,Unknown,,,South America,Peru,-13.58,-71.72,0,,Subduction zone / Continental crust (>25 km),Pleistocene
354802,"Firura, Nevados",Peru,Stratovolcano(es),,,South America,Peru,-15.23,-72.63,5498,,Subduction zone / Continental crust (>25 km),Pleistocene
354803,Solimana,Peru,Stratovolcano,,,South America,Peru,-15.4,-72.9,6093,,Subduction zone / Continental crust (>25 km),Pleistocene
354804,"Purupuruni, Cerros",Peru,Lava dome(s),,,South America,Peru,-17.32,-69.9,5315,,Subduction zone / Continental crust (>25 km),Pleistocene
355060,Ollague,Chile-Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-21.3,-68.18,5868,,Subduction zone / Continental crust (>25 km),Pleistocene
355065,Inacalari,Chile-Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-21.981,-68.071,5618,,Subduction zone / Continental crust (>25 km),Pleistocene
355140,Copiapo,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-27.3,-69.13,6052,,Subduction zone / Continental crust (>25 km),Pleistocene
355805,Lexone,Chile,Lava dome(s),,,South America,"Northern Chile, Bolivia and Argentina",-17.87,-69.48,5340,,Subduction zone / Continental crust (>25 km),Pleistocene
355806,"Anallajsi, Nevado",Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-17.92,-68.92,5750,,Subduction zone / Continental crust (>25 km),Pleistocene
355807,"Pucara, Cerro",Bolivia,Volcanic field,,,South America,"Northern Chile, Bolivia and Argentina",-16.236,-69.471,4080,,Unknown,Pleistocene
355808,Patilla Pata,Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-18.05,-69.03,5300,,Subduction zone / Continental crust (>25 km),Pleistocene
355809,"Sajama, Nevado del",Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-18.1,-68.88,6542,,Subduction zone / Continental crust (>25 km),Pleistocene
355810,"Larancagua, Volcan",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-18.02,-69.08,5580,,Unknown,Pleistocene
355811,Caquena,Chile,Lava dome(s),,,South America,"Northern Chile, Bolivia and Argentina",-18.07,-69.22,0,,Subduction zone / Continental crust (>25 km),Pleistocene
355812,Vilacollo,Chile,Pyroclastic cone(s),,,South America,"Northern Chile, Bolivia and Argentina",-18.241,-69.307,4688,,Subduction zone / Continental crust (>25 km),Pleistocene
355813,Acotango,Chile-Bolivia,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-18.37,-69.05,6052,,Subduction zone / Continental crust (>25 km),Pleistocene
355814,Arintica,Chile,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-18.75,-69.05,5597,,Subduction zone / Continental crust (>25 km),Pleistocene
355815,Rochaculla-Inca Camacha,Bolivia,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-18.8,-68.3,5300,,Unknown,Pleistocene
355817,"Tatajachura, Cerro",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-19.5,-69.12,5240,,Unknown,Pleistocene
